Turns,level,HITtype_ID,Worker_ID,Dialogueacts,Responses
24,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.elaboration,My family has always traded classic cars and I've seen a hundred deals and still it feels intimidating to purchase one.
,,,,,
24,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1U37XNO6J1R9G,Answer.elaboration,"There are many deals when it comes to buying cars, but I think it is important to do a lot of research about what is the best deal to go with."
,,,,,
24,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.joking,"Yea, just do a research paper about it."
,,,,,
25,0,---,---,prompt,I love walking along the beach.
,,,,,
25,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
25,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
25,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.joking,It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.
,,,,,
25,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3I3VC7VCQHOT8,Answer.change,Take a look in the local newspaper classifieds. Sometimes you can find a decent private sale and even bring it to a friend or mechanic you trust to take a close look or use a place like Carfax where you can get detailed previous ownership details.
,,,,,
25,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.change,I love car shopping.
,,,,,
26,0,---,---,prompt,I love walking along the beach.
,,,,,
26,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
26,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
26,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.joking,It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.
,,,,,
26,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3I3VC7VCQHOT8,Answer.continuation,It is probably better to do the options checking for the model you like before going to the dealership.
,,,,,
26,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.continuation,I think you should do lots of research before talking to a salesman.
,,,,,
27,0,---,---,prompt,I love walking along the beach.
,,,,,
27,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
27,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
27,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.joking,It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.
,,,,,
27,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3I3VC7VCQHOT8,Answer.elaboration,But I understand what you mean. Before you know it a slick salesman will have you getting things that you will never use like a ski rack in southern California.
,,,,,
27,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.elaboration,"Yea, those sales people can be tough to get along with."
,,,,,
28,0,---,---,prompt,I love walking along the beach.
,,,,,
28,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
28,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
28,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.change,I think it won't be too much longer until we can all get self-driving functionality in our cars.
,,,,,
28,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.change,"It's kind of strange how technology turns out. Way back when they thought we'd all be controlling our own flying cars, but it turns out that we're going to have computers drive us around on the ground."
,,,,,
28,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.joking,"Yea, computers sure rule our lives, dont they?"
,,,,,
29,0,---,---,prompt,I love walking along the beach.
,,,,,
29,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
29,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
29,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.change,I think it won't be too much longer until we can all get self-driving functionality in our cars.
,,,,,
29,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.continuation,"That will be pretty cool. It will be like having a chauffeur. ""Jeeves, take me to the beach!"""
,,,,,
29,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2H95HBWH0YW5Z,Answer.change,"It would probably named ""Siri"" or ""Alexa"" though. I've noticed all the artificial intelligence bots are named after girls."
,,,,,
30,0,---,---,prompt,I love walking along the beach.
,,,,,
30,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
30,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
30,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.change,I think it won't be too much longer until we can all get self-driving functionality in our cars.
,,,,,
30,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.elaboration,"Probably. I think I'll miss driving myself once everything gets fully automated, especially out on the open road where you can really feel in control. Maybe I should get something sporty while I've still got time."
,,,,,
30,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3MDIA7JN82PF,Answer.continuation,Sports cars are the best. I feel so free and open when I get to drive my brother's Mazda.
,,,,,
31,0,---,---,prompt,I love walking along the beach.
,,,,,
31,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
31,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
31,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.continuation,"I'd like to get a new car, but I need to coax a few more years out of the one I've got to make it worth what I paid for it."
,,,,,
31,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2Y6D2NWD984V1,Answer.continuation,"If I take car of this new car like it should be taken care of, maybe I will not have to buy another for a long time."
,,,,,
31,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,AJF954955YWZG,Answer.elaboration,"I think if you make sure to change the oil frequently, it should last a good long while."
,,,,,
32,0,---,---,prompt,I love walking along the beach.
,,,,,
32,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
32,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
32,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.continuation,"I'd like to get a new car, but I need to coax a few more years out of the one I've got to make it worth what I paid for it."
,,,,,
32,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2Y6D2NWD984V1,Answer.elaboration,I have a whole calendar of scheduled maintenance that I will need to follow up on to keep my new car healthy.
,,,,,
32,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2YE2I9DYV9OKW,Answer.joking,"Hey, are you buying the car or is the car buying you?"
,,,,,
33,0,---,---,prompt,I love walking along the beach.
,,,,,
33,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
33,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
33,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.continuation,"I'd like to get a new car, but I need to coax a few more years out of the one I've got to make it worth what I paid for it."
,,,,,
33,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2Y6D2NWD984V1,Answer.joking,"I told my wife since i have to do all this maintenance , she is responsible for the cars education, make sure it is brought up correctly."
,,,,,
33,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.change,Cars are fun to talk about aren't they.
,,,,,
34,0,---,---,prompt,I love walking along the beach.
,,,,,
34,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
34,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
34,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.elaboration,"I like having a new car, but I hate shopping for them, and I especially hate dealing with the sales people."
,,,,,
34,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.change,I don't mind boat shopping as much though. There's just something engaging about the diversity of boat models that makes shopping for them a lot more enjoyable.
,,,,,
34,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.continuation,You do love shopping for boats?
,,,,,
35,0,---,---,prompt,I love walking along the beach.
,,,,,
35,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
35,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
35,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.elaboration,"I like having a new car, but I hate shopping for them, and I especially hate dealing with the sales people."
,,,,,
35,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.continuation,The decision is always difficult because there's just so many options to choose from. I always wish I could skip the buying part and just find out what I end up picking.
,,,,,
35,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.elaboration,I think buying is the best part. Its kinda like gambling.
,,,,,
36,0,---,---,prompt,I love walking along the beach.
,,,,,
36,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
36,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
36,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.elaboration,"I like having a new car, but I hate shopping for them, and I especially hate dealing with the sales people."
,,,,,
36,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.elaboration,I know how difficult it can be to deal with sales people. They're always trying to push you to buy something that's just out of your price range and they make every deal sound so good.
,,,,,
36,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2YE2I9DYV9OKW,Answer.joking,"The trick is to pretend you don't speak English, then they won't be so pushy about trying to sell you a car. They will try to rush you off the lot, though, so there are pros and cons."
,,,,,
37,0,---,---,prompt,I love walking along the beach.
,,,,,
37,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
37,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.joking,"Speaking of cars, I'm thinking of getting a new one."
,,,,,
37,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.elaboration,"I like having a new car, but I hate shopping for them, and I especially hate dealing with the sales people."
,,,,,
37,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.joking,Nothing is worse than to show up at a dealership and have some man talking a million miles an hour in your face! They could ask me to trade in my first born child and I'd probably agree before I realized what they asked me.
,,,,,
37,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.change,I just like my car that I have now.
,,,,,
38,0,---,---,prompt,I love walking along the beach.
,,,,,
38,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
38,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
38,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2UNSF09FWX9S8,Answer.change,"Hey, I found a gold coin once while walking on the beach."
,,,,,
38,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.continuation,Really? That's amazing. The most interesting thing I've ever found is cool-looking shells.
,,,,,
38,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2YE2I9DYV9OKW,Answer.continuation,Yeah. I was just walking and hit something with my foot. I would have kept on going but I noticed something shiny when I looked down so I stopped and picked it up.
,,,,,
39,0,---,---,prompt,I love walking along the beach.
,,,,,
39,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
39,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
39,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2UNSF09FWX9S8,Answer.change,"Hey, I found a gold coin once while walking on the beach."
,,,,,
39,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.elaboration,"Wow. I sometimes see people with metal detectors there, but I figured that nobody ever actually finds anything worthwhile."
,,,,,
39,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3MDIA7JN82PF,Answer.elaboration,Anything you do in nature takes a lot of dedication. I admire how hard people who treasure hunt work on finding stuff on the beach.
,,,,,
40,0,---,---,prompt,I love walking along the beach.
,,,,,
40,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
40,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
40,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2UNSF09FWX9S8,Answer.change,"Hey, I found a gold coin once while walking on the beach."
,,,,,
40,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.joking,"Like a pirate treasure gold coin, or one of those infomercial commemorative coins?"
,,,,,
40,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2RKPHMUAYF2P9,Answer.joking,Both! It was a pirate commemorative coin!
,,,,,
41,0,---,---,prompt,I love walking along the beach.
,,,,,
41,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
41,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
41,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2UNSF09FWX9S8,Answer.continuation,My favorite time to walk the beach is early in the morning.
,,,,,
41,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.change,"I've never actually been to the beach before noon, but I really like to run around the lake near my house in the morning. It's good exercise, and I get in touch with nature a bit."
,,,,,
41,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.change,I love to walk around the ocean.
,,,,,
42,0,---,---,prompt,I love walking along the beach.
,,,,,
42,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
42,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
42,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2UNSF09FWX9S8,Answer.continuation,My favorite time to walk the beach is early in the morning.
,,,,,
42,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.continuation,"My favorite time to walk along the beach is at night. The sunsets make me feel so beautiful and peaceful, and since I'm an introvert, it's a good way to get some alone time."
,,,,,
42,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3OWGVIP4VYSPV,Answer.continuation,Nights can be a good time too. It depends on the temp for me. I don't like to be chilly.
,,,,,
43,0,---,---,prompt,I love walking along the beach.
,,,,,
43,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
43,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
43,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2UNSF09FWX9S8,Answer.continuation,My favorite time to walk the beach is early in the morning.
,,,,,
43,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.elaboration,Me too. I love to smell the fresh ocean air and hear the waves crash. It's my favorite way to begin the day when I vacation in Florida.
,,,,,
43,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3OWGVIP4VYSPV,Answer.elaboration,I considered moving near the ocean but I'm not sure I could afford to.
,,,,,
44,0,---,---,prompt,I love walking along the beach.
,,,,,
44,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
44,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
44,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2UNSF09FWX9S8,Answer.continuation,My favorite time to walk the beach is early in the morning.
,,,,,
44,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.joking,"I enjoy walking on the beach in the morning too. There's no people out, so I can't accidentally knock over someone's umbrella or trip over a little kid's sand castle. You know me, I'm naturally clumsy. That's something I've accidentally done."
,,,,,
44,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.joking,You are one clumsy soul.
,,,,,
45,0,---,---,prompt,I love walking along the beach.
,,,,,
45,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
45,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
45,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2UNSF09FWX9S8,Answer.elaboration,"Yes, because you have the beach and the ocean seemingly to yourself."
,,,,,
45,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.change,I enjoy traveling to the islands. The Bahamas and Caribbean are beautiful places to visit.
,,,,,
45,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.change,"Yea, I wanna vacation someday. I hope!"
,,,,,
46,0,---,---,prompt,I love walking along the beach.
,,,,,
46,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
46,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
46,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2UNSF09FWX9S8,Answer.elaboration,"Yes, because you have the beach and the ocean seemingly to yourself."
,,,,,
46,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.continuation,I've always wished that I could own a private beach. I hate the crowds on the beach and the fact that you can never set up where you want.
,,,,,
46,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A1TVCUNA3QH0JK,Answer.continuation,That's not bad. Also don't have to worry about throwing a football into another group or having someone kick sand on you.
,,,,,
47,0,---,---,prompt,I love walking along the beach.
,,,,,
47,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
47,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
47,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2UNSF09FWX9S8,Answer.elaboration,"Yes, because you have the beach and the ocean seemingly to yourself."
,,,,,
47,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.elaboration,The feeling of being alone at the beach is extremely relaxing. I often feel like none of my worldly cares matter for a few moments.
,,,,,
47,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A36T6LHF0YRY4L,Answer.elaboration,I think the beach can be a great place to go when you're stressed and need work. The white noise of the water is a constant background sound that makes getting work done easier.
,,,,,
48,0,---,---,prompt,I love walking along the beach.
,,,,,
48,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
48,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
48,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2UNSF09FWX9S8,Answer.elaboration,"Yes, because you have the beach and the ocean seemingly to yourself."
,,,,,
48,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.joking,If I had my own private beach I think the best thing about it would be the chance to stride up to somebody and tell them to get off my island!
,,,,,
48,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2YE2I9DYV9OKW,Answer.joking,"No, you've got it backwards, if you've got your own island you don't let them leave unless they can survive you hunting them for sport."
,,,,,
49,0,---,---,prompt,I love walking along the beach.
,,,,,
49,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
49,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
49,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.change,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that."
,,,,,
49,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3GNQDFPZALU92,Answer.change,"You totally could. Which reminds me, are you going away at Christmastime this year? I was wondering if you could dog sit for me if you're going to be in town."
,,,,,
49,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,AJF954955YWZG,Answer.change,I would but I have to be in Orlando for a business trip. That place is the worst during Christmas.
,,,,,
50,0,---,---,prompt,I love walking along the beach.
,,,,,
50,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
50,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
50,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.change,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that."
,,,,,
50,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3GNQDFPZALU92,Answer.continuation,"I suppose you could. I've never gone quite that far, but I do love getting my house and yard all festive looking at Christmas time. I like to go overboard, to be honest."
,,,,,
50,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.continuation,Some nice decorations around Christmas are always fun.
,,,,,
51,0,---,---,prompt,I love walking along the beach.
,,,,,
51,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
51,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
51,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.change,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that."
,,,,,
