HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITTYPE_ID_level1,Input.HITTYPE_ID_level2,Input.HITTYPE_ID_level3,Input.HITTYPE_ID_level4,Input.WORKER_ID_level1,Input.WORKER_ID_level2,Input.WORKER_ID_level3,Input.WORKER_ID_level4,Input.Dialogueacts_level1,Input.Dialogueacts_level2,Input.Dialogueacts_level3,Input.Dialogueacts_level4,Input.slot0,Input.slot1,Input.slot2,Input.slot3,Input.slot4,Answer.change,Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking,Approve,Reject
3ZXV7Q5FJB9WY9W70YI04VNPVELCFN,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:46 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:46 PDT 2017,,,37QW5D2ZRH86CV9AF87WXS67H71S8E,A2L7S6RZOZ6NM9,Approved,Mon May 22 16:33:01 PDT 2017,Mon May 22 16:34:07 PDT 2017,Tue Jun 06 16:34:07 PDT 2017,Wed May 24 14:10:16 PDT 2017,,,66,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2C27YTQSQ1GXS,AE3CVK2OYA242,Answer.joking,Answer.elaboration,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,Me too I have gone to Lake Ontario a few times,I love lakes and nature but I hate the cold. Nothing gets to me more than cold weather because it feels like you're freezing from the inside out.,I love sitting in the sun.,,"yea, the only  good part about the cold is that you can put on a Jacket.","Yea, I don't like the cold either. It sucks!",The only thing worse than being cold is being hot.,,
34D9ZRXCYRFH9Z4VM4M85ZGGK1TSAJ,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:46 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:46 PDT 2017,,,38JBBYETQPW4JBHQ2AXERZMNESTE4L,A2L7S6RZOZ6NM9,Approved,Mon May 22 14:36:09 PDT 2017,Mon May 22 14:37:31 PDT 2017,Tue Jun 06 14:37:31 PDT 2017,Wed May 24 14:10:16 PDT 2017,,,82,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2C27YTQSQ1GXS,AE3CVK2OYA242,Answer.joking,Answer.elaboration,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,Me too I have gone to Lake Ontario a few times,"I've always wanted to visit Canada. I hear that they have some beautiful greenery up there, and the scenery is supposed to be picturesque.",I love to travel.,,"Yea, it really is a beautiful place. I have been multiple times.",Have you seen lots of picture? Some of the nature there is great,"Yea, I just love being bored seeing nature.",,
3XD2A6FGFNF34GUQUY88945WEJC9SM,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:46 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:46 PDT 2017,,,3X65QVEQI19LKL4XCBQ0NSOVF39LCS,A2L7S6RZOZ6NM9,Approved,Mon May 22 16:11:43 PDT 2017,Mon May 22 16:14:58 PDT 2017,Tue Jun 06 16:14:58 PDT 2017,Wed May 24 14:10:16 PDT 2017,,,195,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2C27YTQSQ1GXS,AE3CVK2OYA242,Answer.joking,Answer.elaboration,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,Me too I have gone to Lake Ontario a few times,I'd love to go there in the summer to experience the beauty of the open woods but I'd hate the winters.,Lets just enjoy life!`,,"Yea, the winters aren't really that fun.","Sometimes the snow can be beautiful, but annoying.","Yea, I just love that snow, dont you?",,
3538U0YQ1FF8L90O757ZBSJVP18F3S,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,3IQ1VMJRYU62Q46Q30RJCO7CF53A9C,A2L7S6RZOZ6NM9,Approved,Mon May 22 14:18:24 PDT 2017,Mon May 22 14:18:53 PDT 2017,Tue Jun 06 14:18:53 PDT 2017,Wed May 24 14:10:16 PDT 2017,,,29,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2C27YTQSQ1GXS,A3MDIA7JN82PF,Answer.joking,Answer.elaboration,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,The beach reminds me of a peaceful place,"For me, the mountains make me thing of a perfect, ""happy place"".",I just love being able to enjoy time relaxing.,,The mountains can be very relaxing.,"Yea, I love being somewhere where few people are.","Yea, nothing like being alone on a mountain",,
3UV0D2KX1M4T35JS7JCILXB1314F4D,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,3TPWUS5F8AN1VFGWGPX2W35BDAOWC7,A2YE2I9DYV9OKW,Approved,Mon May 22 15:00:42 PDT 2017,Mon May 22 15:08:10 PDT 2017,Tue Jun 06 15:08:10 PDT 2017,Wed May 24 14:10:16 PDT 2017,,,448,100% (107/107),100% (107/107),100% (72/72),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2C27YTQSQ1GXS,A3MDIA7JN82PF,Answer.joking,Answer.elaboration,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,The beach reminds me of a peaceful place,It's the same for me. The beach is a place where I can easily sit and meditate and pray.,"I was reading an article that said that ""mindfulness"" meditation has a lot of benefits for your brain.",NA,"It's such as shame that it can be an ordeal getting there and back, though, that takes something away from it.",If there was a way to get the peacefulness and the serenity without the hassles that would be great. But I think whatever they'd do to make that work would mess up the good parts.,"Yeah, but after being cooped up in the car with my kids getting there I NEED some mediation.",,
3EKZL9T8Y87GC5NDVO607GZ2BTYCHL,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,36U2A8VAG2LN3INKN3WO5J3ZTQ4YKQ,A2L7S6RZOZ6NM9,Approved,Mon May 22 13:30:59 PDT 2017,Mon May 22 13:31:57 PDT 2017,Tue Jun 06 13:31:57 PDT 2017,Wed May 24 14:10:16 PDT 2017,,,58,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2C27YTQSQ1GXS,A3MDIA7JN82PF,Answer.joking,Answer.elaboration,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,The beach reminds me of a peaceful place,"I feel like we can feel so rested at the beach because it calms all of our senses. We can touch the sand, hear the waves, smell the salt. All we have to do is buy a treat to eat and we have calming input coming into all of our senses!","Well, I'm relaxed just being here.",,"Yea, we can get some pizza and enjoy that by the pizza.",We can also listen to the whiff of the ball from the kids going past us.,"Yea, thats really relaxing.... NOT",,
3VGZ74AYTG12C9S2BIOIMGN1WTLCGM,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,3JRJSWSMQI7J1FYM2WSVHUUH0SR3EJ,A2L7S6RZOZ6NM9,Approved,Mon May 22 14:18:53 PDT 2017,Mon May 22 14:19:22 PDT 2017,Tue Jun 06 14:19:22 PDT 2017,Wed May 24 14:10:16 PDT 2017,,,29,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2C27YTQSQ1GXS,A3MDIA7JN82PF,Answer.joking,Answer.elaboration,Answer.elaboration,Answer.joking,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,The beach reminds me of a peaceful place,"See, ever since I watched Jaws, the beach isn't quite the same for me, you know?",I never really watch movies.,,Please don't put that thought into my head.,"Yea, the shark made you think you are going to get eaten.","Yea, you might get eaten.",,
3SBX2M1TKD8QUU91LZNCXWFFA3D4QW,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,3E1QT0TDFQVHIH6EAWDITQ0K87V8IU,A2RKPHMUAYF2P9,Approved,Mon May 22 14:33:09 PDT 2017,Mon May 22 14:34:38 PDT 2017,Tue Jun 06 14:34:38 PDT 2017,Wed May 24 14:10:16 PDT 2017,,,89,100% (8/8),100% (8/8),100% (8/8),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2C27YTQSQ1GXS,A13NOSGEQMNGP8,Answer.joking,Answer.elaboration,Answer.joking,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,I wouldn't imagine getting sand in your shoes is very comfortable. But that's all part of the beach experience,How close do you live to the beach?  Is it a long drive to get there?,"No, but if I'm driving, I'd rather drive to the mountains.",no,It's only a fifteen minute walk!,"Sometimes, depending on traffic and time of day.","Nope, you can make it with a 3-wood.",,
3IKDQS3DQELG80YX16OL7S0HB6DCIE,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,3TE3O85731UJP178K2YQXRO894OR2I,AJF954955YWZG,Approved,Mon May 22 16:24:40 PDT 2017,Mon May 22 16:27:02 PDT 2017,Tue Jun 06 16:27:02 PDT 2017,Wed May 24 14:10:17 PDT 2017,,,142,100% (20/20),100% (20/20),100% (20/20),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2C27YTQSQ1GXS,A13NOSGEQMNGP8,Answer.joking,Answer.elaboration,Answer.joking,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,I wouldn't imagine getting sand in your shoes is very comfortable. But that's all part of the beach experience,"It is part of the whole experience, but cleaning the car can really take some time.",I know. Cleaning the car is almost as time consuming as shampooing the carpet.,,Yes. I normally just use the shop vac and clean everything at once. It saves time that way.,"Yeah sand can really damage carpet over time, too.","Yeah, car washes should have a ""beach clean"" package.",,
34KYK9TV2RTMS99NSIM40A0M2JESBE,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,3MAOD8E57RWZBJIDFK22EXDULH3NX6,AJF954955YWZG,Approved,Mon May 22 16:41:33 PDT 2017,Mon May 22 16:44:06 PDT 2017,Tue Jun 06 16:44:06 PDT 2017,Wed May 24 14:10:17 PDT 2017,,,153,100% (20/20),100% (20/20),100% (20/20),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2C27YTQSQ1GXS,A13NOSGEQMNGP8,Answer.joking,Answer.elaboration,Answer.joking,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,I wouldn't imagine getting sand in your shoes is very comfortable. But that's all part of the beach experience,I love walking the beach but I also really enjoy playing in the waves.,I know! Have you been to the new water park? The wave pool is awesome.,,I know. The entire experience is unforgettable. Waves are the best part.,I think I prefer the beach to lakes.,"Awww, you remind me of a dolphin. Except for the intelligent part.",,
3QQUBC64ZEZWPZKJPIX0QDH8YNUXNG,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,3SNVL38CI5EA0FMFRBEZ8SBGQ2WKCE,A1GR8T8TUTJO00,Approved,Mon May 22 14:07:38 PDT 2017,Mon May 22 14:08:44 PDT 2017,Tue Jun 06 14:08:44 PDT 2017,Wed May 24 14:10:17 PDT 2017,,,66,100% (2/2),100% (2/2),100% (1/1),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2C27YTQSQ1GXS,A13NOSGEQMNGP8,Answer.joking,Answer.elaboration,Answer.joking,Answer.joking,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,I wouldn't imagine getting sand in your shoes is very comfortable. But that's all part of the beach experience,"Sand in your shoes and a possible sunburn are part of the experience, neither of which makes it sound that fun!",What time you going?,no,Oh it is not fun at all!,Sunburns always turn into tans though.,Oh my hope you don't get cold.,,
3SZYX62S5GLYKV8M35XG2X4Y59G756,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,3EO896NRAXHWBCI8VC9DWNB7ZZYTJ9,A2RKPHMUAYF2P9,Approved,Mon May 22 14:14:36 PDT 2017,Mon May 22 14:16:02 PDT 2017,Tue Jun 06 14:16:02 PDT 2017,Wed May 24 14:10:17 PDT 2017,,,86,100% (8/8),100% (8/8),100% (8/8),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2ZOM62DKMSWDK,A13NOSGEQMNGP8,Answer.joking,Answer.elaboration,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,"Actually, lakes can have some weird stuff in them. Have you ever stepped on anything squirmy in the lake? I hear they've got eels and bloodsuckers, icky.",I also like to kayak but for that I prefer the ocean.  Have you tried kayaking?,I had the opportunity but decided to go kitesurfing instead. Have you done that?,,"I have, but just on a guided kayak tour.","I haven't, but I've heard it's kind of dangerous.","Yeah, but I think HipMunk is better.",,
3ODOP6T3AS592B7GJOXB1EHCUXZ24G,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,3QJOXOW4XKDKN16W8EXADT3N0K9EMD,AJF954955YWZG,Approved,Mon May 22 15:58:53 PDT 2017,Mon May 22 16:01:44 PDT 2017,Tue Jun 06 16:01:44 PDT 2017,Wed May 24 14:10:17 PDT 2017,,,171,100% (20/20),100% (20/20),100% (20/20),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2ZOM62DKMSWDK,A13NOSGEQMNGP8,Answer.joking,Answer.elaboration,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,"Actually, lakes can have some weird stuff in them. Have you ever stepped on anything squirmy in the lake? I hear they've got eels and bloodsuckers, icky.","I have stepped on some weird creatures in the lake, but nothing scary enough to make me stop swimming.","Rivers are so much better than lakes. I think the rushing water is better on a hot day, than stagnant water.",,"I've stepped on a few things that squishes before, but nothing that I could tell what it was. I'm more afraid of parasites.",You really have to wear tennis shoes of some sort to not get gashed by broken bottles at some lakes.,"Haha, I imagine you going to the lake and you see this shark fin.",,
3T8DUCXY0NR4JG75JYDYJ91IG2Q9TB,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,3CFVK00FWM7W44VW2KDX1SWLJH16LO,A2L7S6RZOZ6NM9,Approved,Mon May 22 16:21:01 PDT 2017,Mon May 22 16:24:20 PDT 2017,Tue Jun 06 16:24:20 PDT 2017,Wed May 24 14:10:17 PDT 2017,,,199,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2ZOM62DKMSWDK,A13NOSGEQMNGP8,Answer.joking,Answer.elaboration,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,"Actually, lakes can have some weird stuff in them. Have you ever stepped on anything squirmy in the lake? I hear they've got eels and bloodsuckers, icky.",I really like water skiing when I visit the lake.  It scary and fun at the same time.,I love to jump in pools.,,"Yea, it is thrilling and especially fun if you're good.","Yea, its great! I love being on the water.",Unless you get eaten by a shark. Then it sucks.,,
3G57RS03HHQRYUBGXTGL66NQUTU25L,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,3M81GAB8A15D1DS4QG21TUH77OSQBB,A2L7S6RZOZ6NM9,Approved,Mon May 22 15:57:04 PDT 2017,Mon May 22 15:57:31 PDT 2017,Tue Jun 06 15:57:31 PDT 2017,Wed May 24 14:10:17 PDT 2017,,,27,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2ZOM62DKMSWDK,AE3CVK2OYA242,Answer.joking,Answer.elaboration,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,I actually prefer lakes to the ocean. Salt water makes you feel so sticky when you dry off.,I love how smooth lakes are. They allow for a lot of unique water activities such as wake surfing.,I like to go on boats.,,"Yea, smooth lakes are fun.",Smooth lakes are perfect for just relaxing.,I like everything smooth. Ya know,,
38O9DZ0A628NHYBU2CQQYC1QQO5261,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:47 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:47 PDT 2017,,,34T446B1C108NPFBNI4HP8W7C540C4,A2L7S6RZOZ6NM9,Approved,Mon May 22 14:45:39 PDT 2017,Mon May 22 14:50:46 PDT 2017,Tue Jun 06 14:50:46 PDT 2017,Wed May 24 14:10:17 PDT 2017,,,307,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2ZOM62DKMSWDK,AE3CVK2OYA242,Answer.joking,Answer.elaboration,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,I actually prefer lakes to the ocean. Salt water makes you feel so sticky when you dry off.,I have so many good memories of being out on lakes. I enjoyed extreme water sports such as wake boarding and skiing so I spent a lot of time on a ski boat on the water.,Its nice being able to enjoy relaxing.,,I love being on the lake and just relaxing.,"Yea, sometimes its nice drifting with the water.","Yea, I just love getting sea sick.",,
